,u,i,ts,label,idx
22730,4,16313,830579.93,0.0,22731
22731,8553,13923,830614.54,0.0,22732
22732,3877,15557,830709.87,0.0,22733
22733,3877,11358,830715.29,0.0,22734
22734,5418,10559,830723.653,0.0,22735
22735,6396,17035,830732.78,0.0,22736
22736,1107,17939,830751.583,0.0,22737
22737,2277,17159,830762.133,0.0,22738
22738,3467,10560,830770.457,0.0,22739
22739,4431,17159,830796.307,0.0,22740
22740,8087,17083,830797.323,0.0,22741
22741,9565,12530,830804.973,0.0,22742
22742,3589,13960,830844.653,0.0,22743
22743,4379,15838,830868.347,0.0,22744
22744,2413,14534,830878.017,0.0,22745
22745,5557,15325,830891.577,0.0,22746
22746,6396,15021,830966.73,0.0,22747
22747,9140,12897,830970.84,0.0,22748
22748,1665,17565,830986.847,0.0,22749
22749,4795,12820,830993.593,0.0,22750
22750,9402,13896,830994.657,0.0,22751
22751,1665,11815,830995.53,0.0,22752
22752,1840,10622,831007.867,0.0,22753
22753,9185,13018,831011.357,0.0,22754
22754,9612,12287,831038.057,0.0,22755
22755,4795,12817,831059.48,0.0,22756
22756,5431,16791,831067.583,0.0,22757
22757,9405,11624,831094.243,0.0,22758
22758,1747,16737,831120.677,0.0,22759
22759,5022,11894,831129.337,0.0,22760
22760,6289,16872,831129.643,0.0,22761
22761,7886,11081,831143.03,0.0,22762
22762,7191,14127,831145.977,0.0,22763
22763,9738,17893,831154.12,0.0,22764
22764,8090,11052,831218.0,0.0,22765
22765,3829,11407,831227.143,0.0,22766
22766,612,12815,831233.643,0.0,22767
22767,9738,15772,831239.94,0.0,22768
22768,2371,10597,831262.623,0.0,22769
22769,9840,17042,831273.747,0.0,22770
22770,5394,11052,831279.903,0.0,22771
22771,6054,16722,831280.937,0.0,22772
22772,7191,14520,831281.413,0.0,22773
22773,1026,14139,831295.347,0.0,22774
22774,5384,10676,831297.847,0.0,22775
22775,2371,11437,831298.91,0.0,22776
22776,2047,12341,831334.277,0.0,22777
22777,8416,10560,831345.463,0.0,22778
22778,2146,14332,831370.397,0.0,22779
22779,2604,12486,831397.957,0.0,22780
22780,2397,13265,831419.73,0.0,22781
22781,3696,12612,831439.513,0.0,22782
22782,5536,15992,831455.64,0.0,22783
22783,3810,14823,831460.037,0.0,22784
22784,1098,12948,831483.287,0.0,22785
22785,7533,16544,831498.82,0.0,22786
22786,9840,15916,831515.46,0.0,22787
22787,3467,13697,831554.79,0.0,22788
22788,5457,11053,831595.577,0.0,22789
22789,1364,14522,831609.427,0.0,22790
22790,7115,11593,831623.71,0.0,22791
22791,9940,15581,831646.32,0.0,22792
22792,5418,10560,831660.02,0.0,22793
22793,4912,13577,831727.29,0.0,22794
22794,8200,15326,831804.053,0.0,22795
22795,2909,13147,831826.923,0.0,22796
22796,9940,12626,831827.957,0.0,22797
22797,8087,13603,831828.97,0.0,22798
22798,9372,11565,831839.047,0.0,22799
22799,1026,14331,831853.997,0.0,22800
22800,3467,13587,831854.073,0.0,22801
22801,4011,12949,831854.76,0.0,22802
22802,3850,12897,831855.147,0.0,22803
22803,236,12948,831864.967,0.0,22804
22804,3675,12014,831868.697,0.0,22805
22805,8942,10622,831876.397,0.0,22806
22806,1951,16359,831877.16,0.0,22807
22807,5494,13561,831902.633,0.0,22808
22808,4162,17035,831939.88,0.0,22809
22809,3347,10090,831943.873,0.0,22810
22810,9940,11195,831945.277,0.0,22811
22811,9372,14219,831962.7,0.0,22812
22812,3589,14517,832017.49,0.0,22813
22813,9890,12433,832089.737,0.0,22814
22814,2499,17731,832093.607,0.0,22815
22815,9402,11903,832094.947,0.0,22816
22816,6422,10103,832097.72,0.0,22817
22817,8756,12528,832140.68,0.0,22818
22818,1003,15570,832174.993,0.0,22819
22819,9994,15342,832195.65,0.0,22820
22820,9189,14935,832213.573,0.0,22821
22821,9453,13577,832267.107,0.0,22822
22822,4372,11357,832269.703,0.0,22823
22823,8887,12882,832273.86,0.0,22824
22824,9935,12882,832293.95,0.0,22825
22825,7633,12670,832323.477,0.0,22826
22826,4162,11866,832330.647,0.0,22827
22827,9890,10883,832345.47,0.0,22828
22828,9348,12246,832372.393,0.0,22829
22829,5909,12014,832393.66,0.0,22830
22830,9453,14333,832407.513,0.0,22831
22831,9055,10363,832454.79,0.0,22832
22832,9348,14523,832478.287,0.0,22833
22833,6283,10101,832481.413,0.0,22834
22834,9348,14522,832490.853,0.0,22835
22835,9453,11900,832517.423,0.0,22836
22836,2763,12678,832549.37,0.0,22837
22837,1749,10136,832553.217,0.0,22838
22838,5729,11894,832556.133,0.0,22839
22839,4162,15243,832561.637,0.0,22840
22840,9189,17650,832647.657,0.0,22841
22841,6283,12577,832658.817,0.0,22842
22842,9453,13263,832662.463,0.0,22843
22843,1172,16382,832688.42,0.0,22844
22844,6309,13577,832709.047,0.0,22845
22845,6358,13102,832723.123,0.0,22846
22846,1932,13681,832723.31,0.0,22847
22847,3993,14869,832728.263,0.0,22848
22848,9189,17650,832731.633,0.0,22849
22849,2719,14307,832732.687,0.0,22850
22850,9453,15155,832757.103,0.0,22851
22851,9453,10012,832766.327,0.0,22852
22852,1749,17876,832774.66,0.0,22853
22853,5233,14844,832806.79,0.0,22854
22854,9189,12582,832827.15,0.0,22855
22855,3286,10609,832851.893,0.0,22856
22856,8202,12819,832854.37,0.0,22857
22857,5133,15257,832855.26,0.0,22858
22858,9185,11968,832862.813,0.0,22859
22859,7533,12605,832869.067,0.0,22860
22860,5233,14845,832874.46,0.0,22861
22861,7564,13265,832874.57,0.0,22862
22862,2499,17000,832894.253,0.0,22863
22863,7533,12612,832912.927,0.0,22864
22864,5145,11900,832931.867,0.0,22865
22865,9189,14648,832962.217,0.0,22866
22866,1198,11903,832971.787,0.0,22867
22867,2146,15836,832973.563,0.0,22868
22868,3347,11148,832981.833,0.0,22869
22869,1198,13263,833035.293,0.0,22870
22870,6507,13277,833044.973,0.0,22871
22871,1172,13263,833073.11,0.0,22872
22872,1198,10577,833073.627,0.0,22873
22873,3533,13572,833076.55,0.0,22874
22874,782,14279,833096.47,0.0,22875
22875,7759,12319,833119.433,0.0,22876
22876,4997,12014,833146.793,0.0,22877
22877,3487,11094,833162.02,0.0,22878
22878,890,10386,833205.303,0.0,22879
22879,7417,12819,833222.323,0.0,22880
22880,3384,13309,833225.327,0.0,22881
22881,1198,12820,833233.197,0.0,22882
22882,1198,13585,833308.283,0.0,22883
22883,9193,16351,833311.317,0.0,22884
22884,8640,13309,833370.11,0.0,22885
22885,9196,14857,833383.88,0.0,22886
22886,2733,11711,833416.41,0.0,22887
22887,2301,10273,833417.503,0.0,22888
22888,9196,14860,833432.93,0.0,22889
22889,9196,14858,833451.533,0.0,22890
22890,7748,14734,833455.967,0.0,22891
22891,3487,11100,833500.04,0.0,22892
22892,1861,13906,833522.613,0.0,22893
22893,7949,14354,833559.663,0.0,22894
22894,7692,14524,833579.887,0.0,22895
22895,3439,15671,833583.633,0.0,22896
22896,9189,11760,833609.46,0.0,22897
22897,3439,15675,833635.233,0.0,22898
22898,7533,10560,833637.79,0.0,22899
22899,7949,13487,833639.967,0.0,22900
22900,1932,13682,833678.187,0.0,22901
22901,3993,15870,833694.147,0.0,22902
22902,2763,12585,833701.023,0.0,22903
22903,9890,11362,833703.27,0.0,22904
22904,865,14049,833730.167,0.0,22905
22905,8416,11594,833739.4,0.0,22906
22906,4011,12450,833762.67,0.0,22907
22907,9688,16528,833824.29,0.0,22908
22908,5744,16640,833844.843,0.0,22909
22909,5424,12822,833849.567,0.0,22910
22910,3589,14652,833867.117,0.0,22911
22911,5309,10366,833869.807,0.0,22912
22912,1172,14534,833880.983,0.0,22913
22913,8223,10621,833904.903,0.0,22914
22914,5744,15274,833911.263,0.0,22915
22915,1932,11418,833977.777,0.0,22916
22916,5494,15847,834025.68,0.0,22917
22917,7173,11100,834079.583,0.0,22918
22918,7821,11894,834087.35,0.0,22919
22919,7173,16493,834103.76,0.0,22920
22920,1932,13260,834120.317,0.0,22921
22921,9462,14759,834151.537,0.0,22922
22922,2370,14522,834154.617,0.0,22923
22923,8419,13834,834159.917,0.0,22924
22924,1932,13496,834173.247,0.0,22925
22925,6834,10496,834222.43,0.0,22926
22926,152,14155,834253.76,0.0,22927
22927,3847,15916,834284.727,0.0,22928
22928,3877,13689,834298.573,0.0,22929
22929,9890,11356,834342.707,0.0,22930
22930,3841,11925,834343.77,0.0,22931
22931,2763,14924,834344.28,0.0,22932
22932,5424,12825,834356.61,0.0,22933
22933,3841,12678,834475.63,0.0,22934
22934,4657,10686,834485.737,0.0,22935
22935,2370,12014,834490.883,0.0,22936
22936,3589,11052,834510.307,0.0,22937
22937,865,15878,834542.663,0.0,22938
22938,9348,13577,834566.673,0.0,22939
22939,5872,12326,834619.247,0.0,22940
22940,4657,10561,834631.51,0.0,22941
22941,7759,10059,834646.79,0.0,22942
22942,1482,11399,834646.807,0.0,22943
22943,1932,10443,834676.013,0.0,22944
22944,441,13547,834716.663,0.0,22945
22945,7428,15740,834722.76,0.0,22946
22946,4805,15170,834748.543,0.0,22947
22947,6162,14455,834814.77,0.0,22948
22948,8337,13115,834837.203,0.0,22949
22949,251,12014,834905.713,0.0,22950
22950,1932,14520,834926.913,0.0,22951
22951,5132,17644,834940.823,0.0,22952
22952,5209,13577,834960.033,0.0,22953
22953,9255,11081,834963.777,0.0,22954
22954,5494,15087,834998.477,0.0,22955
22955,1932,11760,835023.883,0.0,22956
22956,6758,16243,835044.61,0.0,22957
22957,3813,16249,835076.093,0.0,22958
22958,8402,17661,835083.087,0.0,22959
22959,5852,13577,835090.06,0.0,22960
22960,5418,12030,835092.777,0.0,22961
22961,5872,10802,835098.407,0.0,22962
22962,5494,12031,835117.503,0.0,22963
22963,8006,17533,835132.293,0.0,22964
22964,5418,12773,835141.307,0.0,22965
22965,1857,11409,835152.31,0.0,22966
22966,5497,15029,835158.823,0.0,22967
22967,343,14163,835188.04,0.0,22968
22968,9855,15553,835196.363,0.0,22969
22969,4003,11052,835251.523,0.0,22970
22970,3914,12418,835253.31,0.0,22971
22971,966,10385,835260.393,0.0,22972
22972,6162,10719,835264.46,0.0,22973
22973,9462,14021,835278.433,0.0,22974
22974,9874,17705,835283.94,0.0,22975
22975,6209,11529,835335.68,0.0,22976
22976,5339,10075,835352.947,0.0,22977
22977,7759,12535,835354.323,0.0,22978
22978,5026,17083,835360.217,0.0,22979
22979,9334,10560,835374.397,0.0,22980
22980,697,11628,835409.04,0.0,22981
22981,384,14522,835412.153,0.0,22982
22982,1060,14023,835416.57,0.0,22983
22983,1782,10086,835456.93,0.0,22984
22984,2499,12488,835479.417,0.0,22985
22985,4918,14947,835483.83,0.0,22986
22986,3648,10218,835484.24,0.0,22987
22987,6335,17780,835486.283,0.0,22988
22988,3779,17864,835511.96,0.0,22989
22989,1499,13681,835519.22,0.0,22990
22990,9874,11627,835577.663,0.0,22991
22991,6162,15280,835588.597,0.0,22992
22992,697,16093,835620.907,0.0,22993
22993,9334,16137,835638.03,0.0,22994
22994,9806,16301,835672.307,0.0,22995
22995,9039,10677,835675.297,0.0,22996
22996,3816,17109,835688.75,0.0,22997
22997,5596,13689,835736.857,0.0,22998
22998,2268,15816,835740.58,0.0,22999
22999,3816,17204,835771.233,0.0,23000
23000,4558,17346,835771.603,0.0,23001
23001,3648,15740,835777.907,0.0,23002
23002,7533,13112,835781.08,0.0,23003
23003,3816,16953,835786.92,0.0,23004
23004,4966,10559,835788.563,0.0,23005
23005,3877,10496,835791.253,0.0,23006
23006,7257,10686,835845.3,0.0,23007
23007,8791,17083,835875.483,0.0,23008
23008,3847,15916,835888.7,0.0,23009
23009,7533,12675,835896.633,0.0,23010
23010,2308,12028,835936.56,0.0,23011
23011,4966,10560,835973.873,0.0,23012
23012,3251,14408,836002.233,0.0,23013
23013,1744,12038,836117.723,0.0,23014
23014,3251,11088,836137.933,0.0,23015
23015,1074,16925,836145.16,0.0,23016
23016,1727,16272,836204.86,0.0,23017
23017,1493,11041,836235.75,0.0,23018
23018,7192,12341,836258.897,0.0,23019
23019,259,17159,836258.937,0.0,23020
23020,280,16498,836260.577,0.0,23021
23021,2857,13955,836288.197,0.0,23022
23022,3453,13696,836362.99,0.0,23023
23023,1744,12831,836367.297,0.0,23024
23024,9874,16830,836463.613,0.0,23025
23025,2343,16390,836586.277,0.0,23026
23026,2600,17445,836594.18,0.0,23027
23027,9874,14040,836622.293,0.0,23028
23028,9276,12325,836694.75,0.0,23029
23029,8619,17275,836726.67,0.0,23030
23030,7533,12613,836735.81,0.0,23031
23031,6712,10662,836755.87,0.0,23032
23032,3124,14932,836763.537,0.0,23033
23033,2051,11367,836781.68,0.0,23034
23034,3202,15021,836792.56,0.0,23035
23035,74,12316,836817.253,0.0,23036
23036,9012,16737,836819.283,0.0,23037
23037,1966,15942,836823.35,0.0,23038
23038,9055,12854,836880.773,0.0,23039
23039,2242,15918,836883.003,0.0,23040
23040,3202,11053,836895.523,0.0,23041
23041,3037,16655,836896.297,0.0,23042
23042,7428,15740,836899.667,0.0,23043
23043,1060,10560,836919.187,0.0,23044
23044,5409,17035,836929.213,0.0,23045
23045,5409,16745,836950.14,0.0,23046
23046,7748,14519,836952.917,0.0,23047
23047,9055,16297,836965.283,0.0,23048
23048,2242,12693,836976.55,0.0,23049
23049,5409,16743,836988.697,0.0,23050
23050,5530,15058,836995.623,0.0,23051
23051,3174,12316,836995.67,0.0,23052
23052,7656,11161,837010.787,0.0,23053
23053,3202,14810,837011.803,0.0,23054
23054,5409,12789,837061.887,0.0,23055
23055,404,14331,837098.993,0.0,23056
23056,5409,17072,837152.12,0.0,23057
23057,5409,17607,837152.167,0.0,23058
23058,1782,14487,837152.393,0.0,23059
23059,5409,16962,837181.29,0.0,23060
23060,1060,13700,837186.21,0.0,23061
23061,5409,11010,837186.55,0.0,23062
23062,5409,11201,837189.383,0.0,23063
23063,5409,13828,837190.883,0.0,23064
23064,5409,12776,837193.743,0.0,23065
23065,7656,14199,837198.093,0.0,23066
23066,5761,13265,837208.707,0.0,23067
23067,5409,16744,837234.32,0.0,23068
23068,9012,10790,837241.913,0.0,23069
23069,5409,11200,837247.117,0.0,23070
23070,5409,15243,837260.69,0.0,23071
23071,2242,11372,837291.17,0.0,23072
23072,5605,15419,837295.883,0.0,23073
23073,7624,13309,837309.707,0.0,23074
23074,6568,16289,837314.297,0.0,23075
23075,1060,12795,837330.59,0.0,23076
23076,3454,17939,837343.51,0.0,23077
23077,5409,16998,837360.003,0.0,23078
23078,5409,10276,837366.063,0.0,23079
23079,8335,13320,837371.367,0.0,23080
23080,5409,16356,837384.863,0.0,23081
23081,1672,15470,837392.74,0.0,23082
23082,5409,17626,837392.85,0.0,23083
23083,989,10072,837398.46,0.0,23084
23084,5409,11290,837410.857,0.0,23085
23085,7062,12003,837452.8,0.0,23086
23086,6537,12316,837457.803,0.0,23087
23087,5409,17684,837471.59,0.0,23088
23088,5424,10291,837488.017,0.0,23089
23089,2390,13681,837492.783,0.0,23090
23090,5409,12876,837515.807,0.0,23091
23091,7950,11529,837529.72,0.0,23092
23092,239,16313,837535.277,0.0,23093
23093,272,13689,837555.023,0.0,23094
23094,5409,17785,837565.467,0.0,23095
23095,5409,11334,837571.53,0.0,23096
23096,5139,17875,837572.26,0.0,23097
23097,2390,13678,837575.977,0.0,23098
23098,5409,10919,837582.997,0.0,23099
23099,3174,11565,837596.663,0.0,23100
23100,492,10137,837638.693,0.0,23101
23101,5139,15233,837645.517,0.0,23102
23102,8723,10686,837656.023,0.0,23103
23103,7199,10622,837687.213,0.0,23104
23104,6894,14832,837695.067,0.0,23105
23105,5409,17025,837722.12,0.0,23106
23106,5409,17369,837739.77,0.0,23107
23107,5409,14888,837749.04,0.0,23108
23108,5409,16640,837751.12,0.0,23109
23109,5409,16725,837751.213,0.0,23110
23110,2812,14689,837763.107,0.0,23111
23111,1060,14557,837773.887,0.0,23112
23112,5409,16410,837790.743,0.0,23113
23113,5409,17787,837795.883,0.0,23114
23114,5409,17229,837800.19,0.0,23115
23115,5409,16101,837805.413,0.0,23116
23116,1432,17705,837808.64,0.0,23117
23117,9017,17578,837818.773,0.0,23118
23118,5409,17494,837825.85,0.0,23119
23119,5409,17698,837831.47,0.0,23120
23120,5409,12108,837832.57,0.0,23121
23121,5409,13301,837834.743,0.0,23122
23122,7257,16918,837835.583,0.0,23123
23123,7257,14915,837838.58,0.0,23124
23124,7062,13797,837844.94,0.0,23125
23125,5409,10741,837856.477,0.0,23126
23126,5409,11012,837860.657,0.0,23127
23127,4431,14819,837874.56,0.0,23128
23128,5605,16420,837879.397,0.0,23129
23129,5409,16964,837883.647,0.0,23130
23130,7257,14067,837885.973,0.0,23131
23131,4431,11053,837900.293,0.0,23132
23132,3037,16301,837908.517,0.0,23133
23133,5409,16103,837913.617,0.0,23134
23134,3960,12219,837927.03,0.0,23135
23135,7656,13367,837939.507,0.0,23136
23136,6977,14307,837949.747,0.0,23137
23137,5409,15214,837960.317,0.0,23138
23138,177,10974,837977.92,0.0,23139
23139,5409,11860,837979.42,0.0,23140
23140,5409,14054,837998.503,0.0,23141
23141,5424,15009,838003.94,0.0,23142
23142,5409,13422,838020.863,0.0,23143
23143,5409,11124,838024.14,0.0,23144
23144,5409,16652,838025.247,0.0,23145
23145,5409,13391,838044.143,0.0,23146
23146,5409,13028,838046.047,0.0,23147
23147,5409,16305,838053.31,0.0,23148
23148,5409,13350,838072.25,0.0,23149
23149,5409,12266,838082.903,0.0,23150
23150,7624,13309,838085.64,0.0,23151
23151,2970,16745,838101.703,0.0,23152
23152,5409,17225,838101.87,0.0,23153
23153,5409,13315,838109.25,0.0,23154
23154,7062,16544,838110.36,0.0,23155
23155,6162,16425,838114.817,0.0,23156
23156,5424,15018,838147.767,0.0,23157
23157,5233,17034,838165.377,0.0,23158
23158,160,15393,838181.527,0.0,23159
23159,3754,14163,838202.93,0.0,23160
23160,5409,16838,838224.09,0.0,23161
23161,7584,14502,838236.317,0.0,23162
23162,5409,16801,838328.57,0.0,23163
23163,7815,12014,838343.177,0.0,23164
23164,3799,15740,838378.337,0.0,23165
23165,5920,13689,838379.087,0.0,23166
23166,7062,10607,838409.273,0.0,23167
23167,6460,17672,838413.253,0.0,23168
23168,5409,14307,838417.173,0.0,23169
23169,5545,11627,838430.757,0.0,23170
23170,7062,12006,838451.257,0.0,23171
23171,1966,13290,838515.723,0.0,23172
23172,5861,13889,838519.83,0.0,23173
23173,7062,13037,838578.04,0.0,23174
23174,2611,10990,838613.137,0.0,23175
23175,4393,14522,838636.44,0.0,23176
23176,7137,12106,838663.13,0.0,23177
23177,9609,12961,838690.97,0.0,23178
23178,5653,15875,838696.257,0.0,23179
23179,8409,15326,838701.347,0.0,23180
23180,4287,13871,838708.41,0.0,23181
23181,8006,17159,838708.74,0.0,23182
23182,7919,14006,838717.557,0.0,23183
23183,4583,17939,838726.183,0.0,23184
23184,7062,12766,838734.28,0.0,23185
23185,3390,13689,838764.137,0.0,23186
23186,2191,12340,838800.483,0.0,23187
23187,7533,13922,838825.26,0.0,23188
23188,7062,10659,838838.997,0.0,23189
23189,4287,12353,838850.353,0.0,23190
23190,3315,14948,838879.01,0.0,23191
23191,7605,14520,838917.903,0.0,23192
23192,4287,12534,838918.283,0.0,23193
23193,9713,13309,838927.193,0.0,23194
23194,7062,12761,838950.557,0.0,23195
23195,4287,12535,838968.587,0.0,23196
23196,4282,14603,838969.85,0.0,23197
23197,6488,17513,839012.267,0.0,23198
23198,2191,12238,839021.663,0.0,23199
23199,3542,16213,839033.217,0.0,23200
23200,8394,12014,839116.6,0.0,23201
23201,1134,16640,839117.563,0.0,23202
23202,6493,15226,839151.533,0.0,23203
23203,5409,17177,839164.563,0.0,23204
23204,7062,13577,839183.863,0.0,23205
23205,5409,16954,839185.163,0.0,23206
23206,5409,16745,839262.037,0.0,23207
23207,3596,15836,839263.387,0.0,23208
23208,160,13830,839266.59,0.0,23209
23209,5409,16743,839283.703,0.0,23210
23210,1098,14524,839328.897,0.0,23211
23211,6977,16737,839329.293,0.0,23212
23212,1384,17280,839332.86,0.0,23213
23213,7128,14520,839361.39,0.0,23214
23214,3124,12566,839389.883,0.0,23215
23215,492,11162,839397.373,0.0,23216
23216,7312,11148,839401.677,0.0,23217
23217,160,13455,839413.583,0.0,23218
23218,3993,10554,839429.997,0.0,23219
23219,6293,11243,839448.693,0.0,23220
23220,7062,12946,839483.497,0.0,23221
23221,7175,15935,839529.127,0.0,23222
23222,4217,12831,839560.083,0.0,23223
23223,7062,12497,839566.293,0.0,23224
23224,1172,17461,839571.573,0.0,23225
23225,1519,16249,839591.583,0.0,23226
23226,9487,13689,839699.453,0.0,23227
23227,8171,14523,839736.43,0.0,23228
23228,2146,11253,839752.377,0.0,23229
23229,6649,13309,839795.403,0.0,23230
23230,6596,15815,839870.043,0.0,23231
23231,9017,12833,839887.387,0.0,23232
23232,8625,17295,839891.573,0.0,23233
23233,7175,14226,839892.857,0.0,23234
23234,605,16737,839904.107,0.0,23235
23235,7235,15674,839977.433,0.0,23236
23236,7175,14893,839995.313,0.0,23237
23237,7361,14646,840007.06,0.0,23238
23238,4855,10887,840089.15,0.0,23239
23239,2061,11357,840111.417,0.0,23240
23240,3315,12456,840127.71,0.0,23241
23241,9055,12855,840129.697,0.0,23242
23242,7175,14047,840157.897,0.0,23243
23243,152,14015,840177.357,0.0,23244
23244,9565,10802,840178.47,0.0,23245
23245,875,14702,840221.023,0.0,23246
23246,5409,11865,840221.227,0.0,23247
23247,5409,16961,840229.22,0.0,23248
23248,5409,10369,840236.413,0.0,23249
23249,5409,17735,840242.65,0.0,23250
23250,5409,16824,840254.15,0.0,23251
23251,5409,17873,840258.927,0.0,23252
23252,5409,17218,840280.85,0.0,23253
23253,5409,12788,840283.96,0.0,23254
23254,5409,16807,840292.51,0.0,23255
23255,5409,13435,840295.26,0.0,23256
23256,5409,11321,840300.82,0.0,23257
23257,5409,16566,840312.43,0.0,23258
23258,6293,15836,840341.013,0.0,23259
23259,9002,13263,840349.99,0.0,23260
23260,5409,17075,840369.397,0.0,23261
23261,5409,17201,840378.613,0.0,23262
23262,5409,16994,840395.547,0.0,23263
23263,5600,15815,840401.58,0.0,23264
23264,1899,16673,840408.453,0.0,23265
23265,5409,15409,840409.657,0.0,23266
23266,6706,15324,840430.487,0.0,23267
23267,5409,10192,840430.533,0.0,23268
23268,5409,15964,840435.91,0.0,23269
23269,8416,13958,840452.977,0.0,23270
23270,875,16729,840529.357,0.0,23271
23271,8924,13309,840551.233,0.0,23272
23272,5522,17958,840566.04,0.0,23273
23273,5522,15307,840614.36,0.0,23274
23274,6468,16166,840621.207,0.0,23275
23275,522,17558,840630.677,0.0,23276
23276,2203,10386,840642.58,0.0,23277
23277,6894,17344,840649.353,0.0,23278
23278,152,14163,840687.687,0.0,23279
23279,3533,10557,840701.823,0.0,23280
23280,677,14040,840705.45,0.0,23281
23281,9055,14199,840718.583,0.0,23282
23282,6441,10158,840751.26,0.0,23283
23283,3315,15956,840752.603,0.0,23284
23284,9055,12853,840763.94,0.0,23285
23285,3384,13309,840774.13,0.0,23286
23286,4041,12916,840778.29,0.0,23287
23287,3773,13884,840794.34,0.0,23288
23288,2561,10560,840815.103,0.0,23289
23289,492,17955,840829.697,0.0,23290
23290,7780,13309,840856.447,0.0,23291
23291,7573,11537,840898.427,0.0,23292
23292,5409,15393,840959.313,0.0,23293
23293,6938,11628,840963.34,0.0,23294
23294,7656,12636,840966.803,0.0,23295
23295,2952,17035,840983.427,0.0,23296
23296,3993,16881,841039.73,0.0,23297
23297,6938,15933,841051.203,0.0,23298
23298,5409,16737,841157.72,0.0,23299
23299,5409,14056,841177.17,0.0,23300
23300,7235,15672,841191.24,0.0,23301
23301,5409,16954,841262.247,0.0,23302
23302,5409,14112,841286.09,0.0,23303
23303,5716,17578,841296.577,0.0,23304
23304,5409,16764,841301.387,0.0,23305
23305,7656,17548,841306.46,0.0,23306
23306,5409,16880,841323.927,0.0,23307
23307,5409,16879,841328.063,0.0,23308
23308,5409,14078,841344.793,0.0,23309
23309,5409,11418,841389.353,0.0,23310
23310,4447,14077,841408.207,0.0,23311
23311,5409,17036,841410.033,0.0,23312
23312,5409,16746,841430.05,0.0,23313
23313,6441,11482,841438.903,0.0,23314
23314,3591,16420,841442.13,0.0,23315
23315,7656,17549,841468.893,0.0,23316
23316,2899,11584,841486.03,0.0,23317
23317,8617,13603,841486.617,0.0,23318
23318,3075,10560,841515.973,0.0,23319
23319,1899,13792,841540.57,0.0,23320
23320,2333,13506,841570.673,0.0,23321
23321,5409,16867,841594.347,0.0,23322
23322,1418,10437,841603.82,0.0,23323
23323,5409,17177,841621.99,0.0,23324
23324,5409,17321,841635.537,0.0,23325
23325,5409,13502,841701.69,0.0,23326
23326,2899,16390,841721.557,0.0,23327
23327,5409,16875,841732.877,0.0,23328
23328,4491,12014,841757.887,0.0,23329
23329,4546,16426,841788.323,0.0,23330
23330,4712,14943,841824.31,0.0,23331
23331,1293,13852,841860.48,0.0,23332
23332,4712,12566,841869.937,0.0,23333
23333,5409,14403,841919.637,0.0,23334
23334,6057,14921,841960.447,0.0,23335
23335,9140,13917,842030.333,0.0,23336
23336,5409,15740,842040.447,0.0,23337
23337,8296,14517,842050.07,0.0,23338
23338,7519,13631,842089.833,0.0,23339
23339,9140,13670,842104.203,0.0,23340
23340,638,15031,842115.367,0.0,23341
23341,1559,17159,842157.41,0.0,23342
23342,2899,13752,842172.557,0.0,23343
23343,1212,17461,842216.833,0.0,23344
23344,4396,16911,842242.18,0.0,23345
23345,5409,10884,842266.957,0.0,23346
23346,5409,10547,842279.59,0.0,23347
23347,4396,17650,842293.207,0.0,23348
23348,2106,12678,842299.403,0.0,23349
23349,5409,11186,842309.707,0.0,23350
23350,5409,13277,842327.673,0.0,23351
23351,3491,16105,842330.867,0.0,23352
23352,5494,15921,842352.897,0.0,23353
23353,9140,16925,842380.39,0.0,23354
23354,8795,11748,842402.447,0.0,23355
23355,9056,17083,842427.75,0.0,23356
23356,8513,12664,842429.72,0.0,23357
23357,6810,14980,842434.947,0.0,23358
23358,6162,14549,842572.85,0.0,23359
23359,9042,15918,842581.95,0.0,23360
23360,3964,15408,842593.66,0.0,23361
23361,3818,13309,842634.353,0.0,23362
23362,8617,12308,842693.117,0.0,23363
23363,9609,13285,842716.71,0.0,23364
23364,6810,15393,842764.987,0.0,23365
23365,2370,12091,842770.173,0.0,23366
23366,4447,10622,842782.443,0.0,23367
23367,1755,11052,842785.02,0.0,23368
23368,2330,14413,842810.797,0.0,23369
23369,5409,16892,842817.847,0.0,23370
23370,7427,13309,842833.72,0.0,23371
23371,6251,16243,842875.633,0.0,23372
23372,3964,16977,842887.453,0.0,23373
23373,7635,17462,842906.183,0.0,23374
23374,3964,16827,842912.15,0.0,23375
23375,5842,16377,842929.927,0.0,23376
23376,6298,17461,842950.157,0.0,23377
23377,5409,15274,842952.51,0.0,23378
23378,3964,13012,842969.95,0.0,23379
23379,8640,16545,843032.98,0.0,23380
23380,1212,17461,843049.273,0.0,23381
23381,5409,14869,843054.203,0.0,23382
23382,3964,16993,843104.013,0.0,23383
23383,1212,14199,843105.123,0.0,23384
23384,4712,13112,843128.257,0.0,23385
23385,1384,13309,843132.543,0.0,23386
23386,60,15816,843141.873,0.0,23387
23387,8625,17354,843157.06,0.0,23388
23388,2076,16657,843158.167,0.0,23389
23389,5533,13309,843194.337,0.0,23390
23390,5842,13794,843202.883,0.0,23391
23391,3877,14291,843231.64,0.0,23392
23392,8409,13083,843285.017,0.0,23393
23393,5409,17071,843306.423,0.0,23394
23394,5409,12730,843325.89,0.0,23395
23395,655,12307,843360.45,0.0,23396
23396,5409,15916,843363.01,0.0,23397
